,text,user_age,gender,days_on_platform,user_region,label,train_test_split
2191,Public products: high downhearted price tag consumer survey sum and substance: OVth,26.38,Female,961,Asia Pacific,anger,Train
2192,"@user he's stupid, I hate him lol",50.47,Female,1099,Americas,anger,Train
2193,@user  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud,37.1,Female,6283,Asia Pacific,anger,Test
2194,I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry,36.65,Male,4770,Europe,anger,Train
2195,Just got back from seeing @user in Burslem. AMAZING!! Face still hurts from laughing so much,18.53,Female,2450,Asia Pacific,happiness,Test
2196,@user my heart actually sunk looooool I was so confused,49.98,Female,185,Asia Pacific,sadness,Train
2197,I'm buying art supplies and I'm debating how serious is it to buy acrylic paint.,43.14,Male,5388,Middle East/Africa,happiness,Train
2198,"@user I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--",56.66,Female,309,Americas,happiness,Train
2199,"@user I had to unfollow, he got trolled by trolls. His revenge trolling just caused a lot of collateral damage.",35.16,Female,2408,Europe,anger,Train
2200,@user does being a #bully make u feel like a #bigman? Cos it makes u a #twat,18.72,Female,5648,Asia Pacific,anger,Test
2201,@user I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks,29.24,Male,4573,Middle East/Africa,anger,Test
2202,@user  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud #bully,33.65,Male,2470,Europe,anger,Train
2203,@user media celebrated Don King endorsing #Obama in 08 and 12 now criticize him for endorsing #Trump who wants new Civil Rights era- sad,50.46,Male,3168,Middle East/Africa,sadness,Train
2204,She'll be bribing her parents with hearty laughter and giggles :) #Loveet,33.39,Female,641,Asia Pacific,happiness,Train
2205,I think I may have a mild anxiety problem. I think that's what this feeling may be..,26.31,Female,1370,Americas,sadness,Train
2206,ICQ is just making me mad!!!😤 #icq #angry,36.0,Male,1513,Americas,anger,Test
2207,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18  #shouldofVotedforNicole",35.19,Male,1760,Europe,anger,Train
2208,@user jesus heck you're awful,32.99,Female,1640,Americas,anger,Train
2209,@user how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod #rage,28.98,Male,1254,Middle East/Africa,anger,Train
2210,I lost my blinders ....,33.34,Male,3569,Asia Pacific,sadness,Test
2211,Stop tracking back you fucking potato faced cunt errrr infuriating 😠😠😠😠😠 #angry #Rooney #mufc,36.01,Female,1050,Americas,anger,Train
2212,"@user Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!😡😠",64.34,Female,4296,Middle East/Africa,anger,Train
2213,in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat,30.14,Male,440,Americas,sadness,Test
2214,Thanks to all the #sober drivers. The real winners of the night! #ClemvsGT,28.73,Other,474,Asia Pacific,happiness,Train
2215,@user @user @user @user @user future convicts rush in where TRP hogs fear to tread #HomilyHour,40.53,Female,3322,Europe,anger,Test
2216,I'd pay good money to watch someone slap that pout off Candice.,52.12,Male,2783,Asia Pacific,anger,Train
2217,"Good #CX most often doesn't require all that much. #smile, #care, #relate and be #helpful. Thanks, Lakis Court Hotel in #cyprus",33.73,Male,4341,Europe,happiness,Test
2218,"Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche",22.69,Male,3019,Middle East/Africa,happiness,Test
2219,I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO,36.09,Female,2322,Americas,optimism,Test
2220,Houston might lose a coach tomorrow or by midnight. #yikes ?,29.92,Female,5114,Middle East/Africa,sadness,Train
2221,Let's refuse to live in #fear -  #c$%t,35.01,Female,3824,Americas,optimism,Train
2222,2 days on.......never a fucking pen!!!! #nffc,23.89,Male,4519,Asia Pacific,anger,Train
2223,@user thanks mucho kate💕 #sober,38.18,Male,2174,Europe,happiness,Test
2224,The more I watch this documentary on @user the more I think @user is more a #nightmare than dream #dreamornightmare,48.78,Male,3909,Middle East/Africa,sadness,Test
2225,@user @user You certainly wouldn't catch me with the multitude. #ghastly,39.58,Female,24,Asia Pacific,anger,Train
2226,Fingers crossed I can finish all my work early enough this Friday in time to catch @user at LIB 😦 #nervous #timetogrind,20.72,Female,109,Americas,optimism,Test
2227,Wont use using @user @user again!! These guys cant get nothing right!!,31.77,Female,4065,Americas,anger,Train
2228,@user What is even more shocking is that someone gave him a record deal! lol,51.01,Male,674,Asia Pacific,anger,Train
2229,I'm so old next Friday. So super old😩💔 I dread birthdays,19.76,Male,2350,Asia Pacific,sadness,Test
2230,@user afternoon delight,12.95,Male,1964,Europe,happiness,Test
2231,Being in the countryside all day was so pleasing,44.87,Male,6718,Americas,happiness,Train
2232,"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.",31.63,Male,2358,Asia Pacific,sadness,Test
2233,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,11.9,Male,6248,Asia Pacific,anger,Train
2234,Snores on TL. Boredom sunk in.,45.28,Female,4866,Europe,sadness,Train
2235,#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown,32.03,Female,285,Asia Pacific,anger,Train
2236,"So I went to a different grocery store, and they had no @user had to buy Helmann's.\nLiterally shaking right now.",43.56,Male,4369,Asia Pacific,anger,Test
2237,She is someone who rolls persuasion under intimidate and awkwardly wins. ALL THE TIME.' @user on @user,44.67,Male,656,Americas,anger,Test
2238,@user @user Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.,20.73,Female,3916,Europe,sadness,Test
2239,Can't believe @user are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!!,33.53,Male,3916,Americas,anger,Train
2240,@user happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots 💖💖💖💖💖💖💖🎉🎊 #chapter22 #bdaygirl #happy #love,28.69,Female,5096,Asia Pacific,happiness,Train
2241,"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations",20.07,Male,607,Asia Pacific,anger,Test
2242,"Biggest joke in life? Kardashian and Jenner stans. Their lives are so dull, parents must be so proud.",39.35,Female,3951,Europe,optimism,Test
2243,Listening to old school house music kentphonic-sunday showers 'hanging around' 'sing it back' #blues,20.3,Male,4540,Middle East/Africa,happiness,Train
2244,testing #angry,40.27,Male,3808,Asia Pacific,anger,Test
2245,"@user The most ghastly thing is the silence from the #AARP. Trump says he won't touch SS, but his tax plan belies that.  Huge cuts.",35.83,Male,2018,Middle East/Africa,anger,Train
2246,Val is far too cheery for my liking ✋🏻,32.59,Other,143,Americas,happiness,Test
2247,@user @user @user dis dat nigga from fume right?,51.99,Female,4976,Americas,anger,Train
2248,Excited and nervous for Tuesday,29.42,Female,5733,Asia Pacific,happiness,Train
2249,@user the forth character? No... not gleeful enough...,24.33,Male,2773,Asia Pacific,sadness,Train
2250,@user @user sadly not !! One less hour drinking time 😢🍻,49.08,Female,3171,Middle East/Africa,sadness,Train
2251,Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity,52.58,Female,3681,Middle East/Africa,sadness,Train
2252,my bls depress the blake,26.37,Male,1888,Americas,sadness,Train
2253,"@user I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness",32.5,Male,4752,Middle East/Africa,sadness,Train
2254,Michael Carrick should start every game for United and England,33.3,Female,3625,Middle East/Africa,optimism,Test
2255,Love the new song I can't stop thinking about you by #sting.,16.43,Female,3432,Americas,happiness,Train
2256,@user Yes Lia!! Join the dark side!!,19.08,Female,3714,Middle East/Africa,happiness,Test
2257,Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck,39.33,Male,3720,Europe,anger,Train
2258,"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade. #courage",26.79,Other,2575,Middle East/Africa,optimism,Test
2259,If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead,41.41,Female,2284,Europe,sadness,Test
2260,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant",39.14,Female,1640,Americas,anger,Train
2261,Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off.,47.94,Other,5195,Middle East/Africa,anger,Train
2262,Im so unhappy,30.58,Female,3474,Europe,sadness,Test
2263,feel really sad and down today😒,11.64,Female,811,Asia Pacific,sadness,Train
2264,@user @user @user @user A litany of name-calling. How dull.,15.5,Male,3167,Asia Pacific,sadness,Train
2265,When you just want all the attention #cantsleep #nervous,30.15,Female,3645,Americas,sadness,Train
2266,Its worth noting that despite the animosity between the US president and the Israeli president they both behaved as gentleman.,27.76,Male,2571,Middle East/Africa,happiness,Train
2267,☊Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.,36.0,Male,399,Europe,optimism,Test
2268,@user does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?,45.3,Male,3770,Americas,anger,Train
2269,Want Darren to open the video so he can appreciate my hilarity,32.35,Male,3117,Middle East/Africa,happiness,Test
2270,ppl talking about diets and i am feeling #terrible hahaha,39.04,Other,200,Americas,happiness,Test
2271,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,42.42,Male,1977,Middle East/Africa,anger,Test
2272,Stoked that the concept of 'label exclusivity' is becoming faux pas. Always believed it held artists back while creating label distrust,51.0,Male,1106,Asia Pacific,anger,Train
2273,Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!,53.31,Male,3809,Asia Pacific,anger,Test
2274,Your attitude toward your struggles is equally as important as your actions to work through them.,34.32,Male,3740,Americas,optimism,Test
2275,So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking,41.97,Male,1108,Americas,anger,Train
2276,Hey @user would be nice to have “click to pause” or “pause when window inactive” on animated GIFs for macOS Messages app,34.59,Male,1055,Asia Pacific,happiness,Train
2277,"@user + returned her joyous focus to the pastel-haired girl. 'Wawa's okay, tooooo~!' She squealed before raising her eyebrows at the +",44.02,Female,3479,Europe,happiness,Train
2278,#NawazSharif says India poses unacceptable conditions to dialogue.#India's only condition is an end to #terrorism. :@MEAIndia,16.24,Male,5511,Americas,anger,Test
2279,@user Are you always so relentlessly positive? Your constantly cheerful optimistic disposition starts to grate after a while.,22.08,Male,3614,Middle East/Africa,optimism,Test
2280,"@user Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info.",41.96,Female,1356,Middle East/Africa,anger,Train
2281,You ever just find that the people around you really irritate you sometimes? That's me right now 😒,23.8,Male,2287,Asia Pacific,anger,Train
2282,@user @user fingers of fury!,33.23,Male,3748,Asia Pacific,anger,Test
2283,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success,48.54,Female,5965,Americas,optimism,Test
2284,Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess,35.86,Female,512,Europe,happiness,Test
2285,@user Glad you gained some cheery vibes just by looking at our Happy Meal! 😊,30.63,Female,3177,Americas,happiness,Train
2286,"ok, ok.. I know.. my last tweet was",40.04,Male,2836,Americas,happiness,Test
2287,"@user ~together.' Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. 'That would only get you~",30.55,Other,1183,Asia Pacific,sadness,Train
2288,@user wonderful experience watching you yesterday at. @user thankyou for the,50.72,Female,2883,Asia Pacific,happiness,Train
2289,"I think what 2016 to really needs to round it out is a @user vs @user twitter debate. End on something joyful, ya know?.",51.71,Male,3318,Europe,happiness,Train
2290,"Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman #scowl",29.36,Female,197,Americas,anger,Train
2291,US you need to band together not apart #nevertrump he promotes hatred and fuels #fear,27.95,Male,774,Asia Pacific,anger,Train
2292,#Terrorism can be destroyed easily if #wholeworld came together great strength..they could destroy this #fear from #humanity..,37.96,Male,1736,Americas,optimism,Test
2293,"@user no pull him afew weeks ago, sadly theres no game audio or sound affects cause i played it on my phone and tryed everything",45.3,Female,860,Europe,sadness,Train
2294,@user @user ill kill u if u bully her 😤😤😤,23.15,Male,3006,Americas,anger,Train
2295,"@user looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal",46.54,Male,1653,Asia Pacific,happiness,Train
2296,White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.,52.83,Female,5440,Americas,anger,Test
2297,Starting not to give a fuck and stopped fearing the consequence,49.02,Female,2768,Europe,anger,Train
2298,@user \nIsn't OBrien supposed to be some sort of offensive genius #awful,37.83,Male,1301,Americas,anger,Test
2299,@user this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible.,33.48,Male,3533,Europe,anger,Test
2300,@user a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!,35.45,Female,2442,Europe,anger,Train
2301,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting",26.91,Male,4570,Europe,optimism,Test
2302,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,38.96,Male,2163,Europe,sadness,Test
2303,@user I don't really understand the burst and semi auto version bc the damage doesn't change so those are essentially useless,31.07,Female,68,Middle East/Africa,anger,Train
2304,you are an angry glass of vodka,40.87,Male,2559,Middle East/Africa,anger,Train
2305,In serious need of a nap,30.86,Male,977,Europe,sadness,Train
2306,Wah just woke up frm a fucking nightmare,27.65,Male,2968,Americas,sadness,Train
2307,@user it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(,22.73,Male,3365,Americas,sadness,Train
2308,Hey @user why can I only see 15 sent emails? Where's the thousands gone?,58.56,Female,279,Americas,anger,Test
2309,Never make a #decision when you're #angry and never make a #promise when you're . #wisewords,41.55,Female,3618,Europe,optimism,Test
2310,@user your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel #rage,55.81,Female,3231,Middle East/Africa,anger,Train
2311,"@user bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!",29.19,Female,5270,Middle East/Africa,happiness,Train
2312,Can't believe I've only got 2 days off left 🙄 #backtoreality,32.55,Male,2475,Europe,sadness,Train
2313,@user #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :),44.65,Male,472,Americas,happiness,Test
2314,@user You have no Police credentials-You were a litigator. Nothing more-No Experience. #Sad #TrumpPuppet #Felon  #jersey4sale,19.71,Male,4502,Europe,sadness,Test
2315,last nigt i dreamt \nthat somebody loved me\nno hope no harm\njust another false alarm,36.47,Male,2377,Asia Pacific,happiness,Test
2316,"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢",33.93,Female,1535,Americas,sadness,Train
2317,Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up,45.69,Male,2032,Americas,anger,Train
2318,Fuck yall @user for hiring that GOP PR guy to discourage Cam from speakinh his mind and heart about racism,31.96,Female,2631,Middle East/Africa,anger,Train
2319,@user @user I'd give that pout the firm D,52.05,Female,1166,Asia Pacific,happiness,Test
2320,Termination rate is at 22.22% I gotta make some things shake,31.77,Female,86,Middle East/Africa,anger,Test
2321,@user much #sadness and #heartbreak,22.99,Male,1761,Americas,sadness,Test
2322,I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry,42.82,Female,621,Europe,sadness,Train
2323,@user cum and despair,40.13,Female,2203,Americas,sadness,Train
2324,@user Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy,42.73,Male,2571,Americas,anger,Test
2325,@user @user pine nut.... Chestnut....peanut....wait... Wrong film,20.34,Male,1073,Europe,sadness,Train
2326,Caballero is shocking,43.17,Female,3442,Asia Pacific,sadness,Train
2327,Machine keeps beeping* \nNurse: Don't worry. You're all good. Vitals are normal for your size. \n*Walks back out* \nMatt: so you're dying....😑😂,26.35,Male,2374,Asia Pacific,optimism,Test
2328,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",38.58,Female,1497,Middle East/Africa,optimism,Test
2329,"@user She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",43.04,Male,945,Europe,happiness,Test
2330,@user Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost,53.1,Female,4091,Middle East/Africa,sadness,Train
2331,@user @user most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump,45.41,Female,1624,Europe,sadness,Test
2332,"@user your gunna make me cry, I need a glee day",30.38,Male,658,Middle East/Africa,sadness,Train
2333,An @user kind of drive home from work today  #dailyfeels,13.17,Female,3431,Asia Pacific,happiness,Test
2334,@user looking forward to div 2 next year @user  #leictershireaway #therey,41.85,Male,2276,Americas,happiness,Train
2335,"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",17.67,Female,5806,Europe,sadness,Train
2336,Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired,23.44,Female,2827,Middle East/Africa,sadness,Test
2337,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",27.71,Other,123,Europe,sadness,Test
2338,Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter,41.07,Other,4656,Middle East/Africa,anger,Train
2339,@user If you don't love yourself... Honesty is the best policy,33.97,Male,968,Asia Pacific,optimism,Train
2340,@user after such a heavy 2 days this has given much needed levity. Thanks bro,30.72,Male,2677,Europe,happiness,Train
2341,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers,44.55,Male,2763,Middle East/Africa,anger,Test
2342,"@user @user @user pretty average, klitschko fury did about 600k and Joshua white did about 450k",34.59,Male,2269,Middle East/Africa,happiness,Train
2343,It's about time I start taking my own advice,25.36,Female,1201,Middle East/Africa,optimism,Test
2344,I just don't understand why everyone is so #angry we all just want to live and thrive don't we?,18.76,Female,3315,Asia Pacific,anger,Test
2345,"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored",30.71,Female,5388,Europe,anger,Test
2346,"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft.",38.14,Male,1685,Asia Pacific,anger,Train
2347,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare,26.66,Male,1439,Americas,sadness,Test
2348,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",50.26,Male,3528,Europe,sadness,Test
2349,@user sparkling water wyd,46.5,Female,2994,Middle East/Africa,happiness,Train
2350,@user what can we do 2 get @user 2 reveal his taxes? That is the immediate danger. But u will not answer me.,27.75,Male,2410,Americas,anger,Train
2351,When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment,59.29,Other,1616,Asia Pacific,sadness,Train
2352,You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry,18.53,Female,4693,Asia Pacific,anger,Train
2353,That way ur so angry you can literally feel ur blood boiling,52.29,Male,2665,Europe,anger,Test
2354,Twitter is a font of endless hilarity.,37.17,Other,1776,Europe,happiness,Test
2355,My goals are so big they scare small minds,47.84,Male,3245,Europe,optimism,Test
2356,#SIGUEMEYTESIGO #happy #snapchat Manuellynch99 #venezuela,42.6,Male,161,Americas,happiness,Train
2357,@user glee glee glee glee gLEE GLEE i LOST LOST LOST lowe much,43.35,Female,1144,Middle East/Africa,happiness,Train
2358,"(Sam) Brown's Law: Never offend people with style when you can fake that, you have to break us in this Island.",57.73,Male,4396,Americas,anger,Train
2359,Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food #laughter #praise #gospel #coffey1617,31.48,Female,3157,Middle East/Africa,happiness,Train
2360,@user @user im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍,21.36,Male,2428,Asia Pacific,happiness,Train
2361,Sting is just too damn earnest for early morning listening.,28.25,Female,5009,Middle East/Africa,happiness,Train
2362,"Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfulness #success",48.42,Female,2757,Europe,optimism,Test
2363,Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram,31.91,Other,2693,Europe,anger,Train
2364,"@user But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.",34.18,Male,3100,Middle East/Africa,anger,Test
2365,"@user I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack",52.25,Male,4486,Europe,anger,Train
2366,@user i can't bully you and niall impossible😙,29.26,Female,268,Middle East/Africa,anger,Train
2367,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless,35.25,Male,5302,Asia Pacific,optimism,Test
2368,When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' #shocking,13.58,Other,4532,Middle East/Africa,anger,Test
2369,@user @user  I'm there... let me know,41.94,Male,4556,Asia Pacific,optimism,Test
2370,@user @user thanks.,27.44,Other,1852,Europe,happiness,Train
2371,@user peanut butter???? You some kinda pervert??,41.12,Male,3104,Europe,anger,Train
2372,When your sister is 19 and throws legitimate temper tantrums just to get attention..,33.86,Male,5174,Americas,anger,Train
2373,@user expected i thought #fear,41.33,Female,1837,Europe,sadness,Test
2374,@user @user fuming,29.65,Female,1979,Americas,anger,Test
2375,@user @user I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage,44.81,Male,4428,Asia Pacific,anger,Train
2376,I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him 😂😂,26.79,Male,542,Asia Pacific,happiness,Train
2377,@user I fuck with madden way harder,52.46,Other,265,Americas,anger,Test
2378,And with rich Fumes his sullen sences cheer'd.,41.35,Male,3630,Americas,happiness,Train
2379,I need a 🍱sushi date🍙 @user 🍝an olive guarded date🧀 @user and a 👊🏼Rockys date🍕 #tiff,38.81,Female,4484,Middle East/Africa,happiness,Train
2380,@user since when the fuck can you not stand at a concert? #raging,28.63,Other,844,Asia Pacific,anger,Train
2381,Im think ima lay in bed all day and sulk. Life is hitting me to hard rn,37.71,Male,5944,Europe,sadness,Train
2382,Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,39.25,Female,3032,Middle East/Africa,sadness,Train
2383,#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of,47.89,Female,1724,Middle East/Africa,happiness,Train
2384,God hears your voice optimism at the moment that you think that everything has failed you ✨.,18.19,Male,921,Middle East/Africa,optimism,Test
2385,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media #fear,30.11,Female,4984,Europe,anger,Test
2386,@user you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed,36.14,Male,4289,Middle East/Africa,anger,Train
2387,Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? …,32.83,Female,746,Europe,sadness,Train
2388,"@user I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished.",30.54,Female,3711,Europe,anger,Train
2389,"Just Laying Here, Can't Sleep 4 Some Reason #restless",46.28,Female,3502,Europe,sadness,Test
2390,We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the night,30.7,Male,2235,Asia Pacific,happiness,Test
2391,Hell hath no fury like a bureaucrat scorned. ― Milton Friedman,20.14,Male,697,Europe,anger,Test
2392,the day they disclosed they caught her googling cholroform we were fucking aghast,23.81,Female,2732,Americas,anger,Test
2393,@user Step 1: Get rid of @user Step 2: Prioritise football Step 3: profit? #depressing,30.68,Other,4679,Asia Pacific,sadness,Train
2394,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines,24.57,Female,4539,Americas,optimism,Test
2395,"@user evidently @user feels above #norms. SHOW the #tax return, if you have nothing to",48.25,Male,2121,Europe,anger,Train
2396,@user @user  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.,26.07,Female,85,Europe,anger,Train
2397,@user  how on earth can I send an email to you? Very annoyed customer!!! #fuming,41.87,Male,645,Middle East/Africa,anger,Train
2398,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋",28.49,Male,931,Asia Pacific,anger,Train
2399,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.,20.28,Female,4494,Americas,anger,Train
2400,"If children live with #ridicule, they learn to feel #shy",39.23,Male,4169,Asia Pacific,sadness,Test
2401,*Sigh*  #saddness #afterellen #shitsucks,21.64,Male,5182,Middle East/Africa,sadness,Test
2402,Queen Bey will be smiling over sixth this afternoon,28.98,Male,537,Asia Pacific,happiness,Test
2403,"After 3 idk why I start feeling so depress, sad and lonely.",28.19,Male,6965,Middle East/Africa,sadness,Train
2404,#blackish always has me #rollin #hilarious,38.78,Male,983,Middle East/Africa,happiness,Test
2405,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",25.04,Female,4227,Middle East/Africa,sadness,Test
2406,"@user &lt; took another sip. “We’ve had some earth shattering, soul exhilarating sex. You think black souls can have that kind of &gt;",17.42,Male,4847,Middle East/Africa,happiness,Train
2407,"@user Hell is hot and boiling, isi ewu",23.16,Other,5226,Asia Pacific,anger,Test
2408,"@user oh, sorry if I've discouraged you 😂",27.95,Male,2500,Asia Pacific,sadness,Test
2409,"Lament a \nsaddened heart,\nso far &amp; \nyet so near,\nthe years so\ntough &amp; scarred,\nthis lonesome\nroad,\nstill feared! #depression \n\n#poetry #poem",25.82,Male,850,Europe,sadness,Test
2410,Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕,48.9,Female,3581,Americas,anger,Train
2411,"@user awe, I love you kid!!",39.52,Female,4624,Europe,happiness,Test
2412,@user We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,28.96,Male,2508,Americas,anger,Test
2413,I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. 😑,42.25,Male,4778,Americas,anger,Train
2414,@user @user specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,29.79,Female,1911,Americas,anger,Test
2415,Back on my #bully,31.01,Other,1496,Asia Pacific,anger,Test
2416,I gave up on the U20 Rugby bet on the Roosters!  #nrl,53.26,Female,3961,Middle East/Africa,sadness,Train
2417,@user @user @user Connor said he's worried that Jack will steal his girls on a night out,40.77,Female,3177,Middle East/Africa,sadness,Test
2418,Super shitting it about this tattoo,39.15,Female,78,Asia Pacific,anger,Train
2419,"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.",42.44,Female,3901,Americas,anger,Train
2420,ethan was with someone in the car when he did his revenge on grayson,15.75,Female,1508,Asia Pacific,anger,Test
2421,Happy 69th @user May u keep haunting us for many years.  #writing,50.75,Female,934,Europe,happiness,Train
2422,"@user you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @user",28.3,Female,1062,Middle East/Africa,anger,Train
2423,"When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious",44.88,Other,3929,Europe,happiness,Test
2424,It is no coincidence that Lacan recorded infants' jubilant reactions to their mirror images in the noise.,24.19,Male,259,Europe,sadness,Train
